Star,Date,Name,Reaction,Review
1,"2 13, 2018 3 21, 2018",Pranta Saha Pathao Inc,0,"The fares are too much high and the discount is negligible compared with that of Uber and MUV. The bikes are old and is not upto the mark . I have used both Uber and MUV and their bikes are pretty awesome and looks like new. Considering the FAREs , the bike condition and the discount offers ,I would...Full ReviewThe fares are too much high and the discount is negligible compared with that of Uber and MUV. The bikes are old and is not upto the mark . I have used both Uber and MUV and their bikes are pretty awesome and looks like new. Considering the FAREs , the bike condition and the discount offers ,I would rate it 1 star."
1,"12 11, 2017 12 17, 2017",bishal jajodia Pathao Inc,1,Never found a single helmet for passenger with any of the riders..safety is a big issue for many of us..using the helmet or not should be the passengers choice.
1,"12 12, 2017 12 14, 2017",Shanto Hasan Pathao Inc,13,Took the ride but but the bike had no license & registration so the traffic police caught us & it wasted  my valuable time. 😡
1,"12 10, 2017 12 12, 2017",Rabbi Hossain Pathao Inc,3,This app have bad interrupted connection and riders shown without any range. That's horrible. ..
1,"12 6, 2017 12 12, 2017",Adolf Munna Pathao Inc,7,"সার্ভিসটা ভালো লেগেছিলো। কিন্তু এর সিস্টেমের সমস্যার কারণে সেবা দাতা বাইকার ও সেবা গ্রহিতা উভয়েরই ভোগান্তিতে পড়তে হচ্ছে। গ্রাহকেরা দীর্ঘ সময় রাইডার সার্চ করেও পাচ্ছে না। আর বাইকাররা ঠিক মতো নোটিফিকেশনই পাচ্ছে না অধীকাংশ সময়। ত্রুটিগুলো দ্রুত ঠিক না করলে যেমন উৎসাহের সাথে আপনাদের স্বাগত জানানো হয়েছে,...Full Reviewসার্ভিসটা ভালো লেগেছিলো। কিন্তু এর সিস্টেমের সমস্যার কারণে সেবা দাতা বাইকার ও সেবা গ্রহিতা উভয়েরই ভোগান্তিতে পড়তে হচ্ছে। গ্রাহকেরা দীর্ঘ সময় রাইডার সার্চ করেও পাচ্ছে না। আর বাইকাররা ঠিক মতো নোটিফিকেশনই পাচ্ছে না অধীকাংশ সময়। ত্রুটিগুলো দ্রুত ঠিক না করলে যেমন উৎসাহের সাথে আপনাদের স্বাগত জানানো হয়েছে, তার চাইতে বেশি বিরক্তির সাথে আপনাদের বয়কট করা হবে।"
1,"12 6, 2017 12 12, 2017",Kamrul Hasan Pathao Inc,1,Very slow process...I have waited for long time but didn't get the response for my pickup ride
1,"12 17, 2017 12 24, 2017",Tawhidur Rahman Nur Pathao Inc,0,This works only in dhaka city.
1,"8 12, 2018 11 13, 2018",Nayeem Rahman Pathao Inc,4,"Apps ta onek onek valo.. but apnader biker ra sob faltu.. discount er offer 
thakle tara phn rcv korena.. kacha kachi trip hole tara call cancel kore 
dey.. keno..??? Pathao ki sudhu dure jawar jonno..??? Jottosob.. 😡😡😡"
1,"11 1, 2018 11 3, 2018",DJ Sukham Pathao Inc,0,Very bad
1,"3 16, 2018 3 21, 2018",muhammad Hasibur rahman Pathao Inc,0,This is not a good app.pathao food delivered me wrong food.
1,"11 7, 2018 11 7, 2018",Kawsar Chowdhury Pathao Inc,2,Unsecured
1,"1 6, 2018 1 8, 2018",Munem Shahrear Himel Pathao Inc,6,wast too.much time
1,"8 1, 2018 11 13, 2018",Tanbir Shahriar Pathao Inc,2,Useless App Uber is better than Pathao..
1,"4 10, 2018 4 12, 2018",moom tahin Pathao Inc,0,No car services in our area 😡
1,"2 14, 2018 3 21, 2018",Tanvir Rahman Pathao Inc,2,Ai ta ki purpose Bangladesh a
1,"10 9, 2018 11 5, 2018",Joy Saha Pathao Inc,0,Faltu company
1,"4 3, 2018 4 13, 2018",A Google user Pathao Inc,0,bad service day by day uninstalling this
1,"3 6, 2018 3 23, 2018",Nabil Mohammad Abu Bakar Pathao Inc,0,update your app
1,"2 14, 2018 3 21, 2018",mithun hasan Pathao Inc,5,Vudar app ta jibon ses kore dilo
1,"2 12, 2018 2 27, 2018",Zinat Haque Pathao Inc,5,Discount codes doesn't apply on fares .
1,"8 20, 2018 11 12, 2018",Akram Hossen Raihan Pathao Inc,0,Useless app
1,"12 30, 2017 1 2, 2018",Shibbir Pathao Inc,9,I have tried to verify my mobile no hundreds of times. But haven't received any code even though it says the code is sent.
1,"8 16, 2018 11 13, 2018",A Google user Pathao Inc,2,পুরাই বাটপার সকলে ভাড়া ১৮০ দুপুরে ১৩০
1,"10 11, 2018 11 1, 2018",M Riyad Pathao Inc,0,It was good for us but Some of rider cheat.
1,"8 17, 2018 11 13, 2018",Raj Chowdhury Pathao Inc,0,"Everything is ok but currently it taking to much time to find my own 
location"
1,"1 31, 2018 2 6, 2018",A Google user Pathao Inc,2,It good apk
1,"7 5, 2018 2 27, 2018",sakib. hossain Pathao Inc,0,"This apps is so far.তারা মানুষ এর complain er somadan kore naa.and sms er 
kono feedback dey naa..emergency kono contract nai.ei apps gula k ki vabe 
permit dey..."
1,"12 21, 2017 12 27, 2017",Md. Saiful Ahmad Pathao Inc,38,"Tried to get the registration code on my mobile for 4th or 5th times, failed every time. Disappointing."
1,"2 28, 2018 3 21, 2018",Jamil Sarwar Pathao Inc,2,"didn't take ride, but it says i did. and also takes back the promo."
1,"1 3, 2018 1 8, 2018",MD kanon Pathao Inc,0,ফালতু ওপেন ই হয়না..!! এইনি সর্ভিস দিতে আসচেন...??
1,"10 5, 2018 11 6, 2018",Abid Zubair Pathao Inc,0,Too much ads. Annoying
1,"2 23, 2018 2 27, 2018",Nahid Hasan z Pathao Inc,0,faltu app taka mere khay 😡😡😡
1,"8 28, 2018 11 12, 2018",Junaed Hossain Pathao Inc,0,Very slow app and have to close and open the app every time for refreshing the screen :D map is very poor
1,"1 23, 2018 1 24, 2018",SayeD Asif S&A Pathao Inc,3,This is not enble in other citys Only on dhaka it's work....😂😂😂😂
1,"2 5, 2018 2 6, 2018",Shafia Islam Pathao Inc,14,It's a disgusting & irritating app ever😠
1,"3 11, 2018 3 21, 2018",ahmed istiaque Pathao Inc,3,Provide various types of adds very badly .
1,"9 12, 2018 11 11, 2018",A Google user Pathao Inc,0,3rd class service.
1,"3 8, 2018 3 23, 2018",Secure Line Security Services Pathao Inc,2,Rubbish
1,"2 27, 2018 3 21, 2018",Rubel hossain Pathao Inc,0,Faltu
1,"3 1, 2018 3 21, 2018",Tareq Aziz Pathao Inc,0,Promo code not work properly.
1,"3 23, 2018 3 23, 2018",Munavir Yusuf Pathao Inc,1,Not working
1,"8 31, 2018 11 12, 2018",A Google user Pathao Inc,0,loading loading loading just boring
1,"2 13, 2018 2 27, 2018",Nazrulislam Shopon Pathao Inc,1,this app don't  support
1,"1 3, 2018 1 8, 2018",shaihan 00 Pathao Inc,2,pathao a ride request daor por pick up point a pick kprtea asea na ring dhorea na
1,"2 25, 2018 2 27, 2018",Biback Das Pathao Inc,11,High cost .. Providing service of your customers at its cheap rates.
1,"11 7, 2018 11 8, 2018",Asif ud doula Pathao Inc,4,"Steals your all sms, contacts"
1,"11 9, 2017 12 14, 2017",MD. Shazibul Islam Shamim Pathao Inc,3,Terribly slow at picking up location with the latest update. Fix this immediately.
1,"11 13, 2017 12 14, 2017",A Google user Pathao Inc,2,Really bad interface..... Gave me a promotion but didn't tell I had to use it before ordering the ride in their menu.... So I thought I'll use it next time but now the promo code doesn't even work....
1,"11 6, 2017 6 22, 2017",A S M Kamran Piash Pathao Inc,59,1 star just for your horrible map! 80% places are missing. Your app can't locate the popular location which aste already available in Google map.
1,"8 20, 2018 11 12, 2018",Usha Khan Pathao Inc,8,faltu service মাঝে মাঝে হ্যাং করে
1,"2 18, 2018 3 21, 2018",russell skillwarz Pathao Inc,5,A good company with some 4th class officers.
1,"3 4, 2018 3 21, 2018",Dr. akm Quamruzzaman Pathao Inc,0,Apps disturbs frequently..
1,"3 4, 2018 3 23, 2018",Sakin Mohammad Fahad Pathao Inc,2,this sucks.first available in every district then promote 'Pathao'
1,"3 2, 2018 3 21, 2018",চিত্র কথা Pathao Inc,4,Worst app even seen before
1,"3 18, 2018 3 21, 2018",Rayeed Amir Pathao Inc,0,You must make it compulsory for rider's to provide helmet for passengers.
1,"2 15, 2018 3 21, 2018",Shaker Ahmed Ananta Pathao Inc,4,Vai baad dia den buisness.....amon baje service dile customer shob haraben......always driver ra req cancel kore day.....whats their problem.......uber beshi joss....love u uber ...
1,"3 22, 2018 4 12, 2018",iftikhar ratul Pathao Inc,2,Why the report issue bar not working!?
1,"3 5, 2018 3 23, 2018",Gazala Shamim Pathao Inc,3,Still waiting for number verification.
1,"2 6, 2018 2 6, 2018",Milanthe Morfran™ Pathao Inc,5,Not working only loading
1,"3 20, 2018 4 12, 2018",A Google user Pathao Inc,0,Poor service and unsmart riders
1,"2 3, 2018 2 27, 2018",EMDAD YUSUF Pathao Inc,1,Non sense response of the app since last few weeks
1,"2 21, 2018 2 27, 2018",Suzan Saha Pathao Inc,0,"I've installed and usung pathao, but this apss consequently disturbing by giving add. I should block this."
1,"1 20, 2018 1 24, 2018",Ratul Chakraborty Pathao Inc,12,"I ordered a ride 2days ago, ended it and still the app shows that I'm on the way to my destination. How can I order a ride now!"
1,"1 24, 2018 1 24, 2018",Channel 420 Pathao Inc,7,worst service. And the app is LOL. Never work properly.
1,"1 27, 2018 1 31, 2018",A Google user Pathao Inc,33,Although I am frequent user of Pathao but I hate tgis app because it doesn't work without gps.... even exit from app doesn't work. please modify the app as if it work without gps... atleast opening the app. thank you
1,"3 2, 2018 3 21, 2018",SUVRO DEB Pathao Inc,0,Useless.........cz it's area jst in dhaka....😩😩😩😩😩😩😩
1,"1 25, 2018 1 31, 2018",saleh md. hasan Riaz Pathao Inc,7,Very bad service of this app. While i'm riding with a rider there were several ride requests in riders phone and the rider had too stop several times for canceling the requests.
1,"7 31, 2018 11 13, 2018",Raju Urecon Pathao Inc,2,it only work in dhaka.??
1,"8 3, 2018 11 13, 2018",yeasin Mohammad Pathao Inc,2,Sometime this app sucks
1,"2 16, 2018 2 27, 2018",Shahana Hira Pathao Inc,0,"Stop recruiting worst rider. Ariful Islam DHK METRO HA 52-8841 He sneched my purse and go away ,after finish ride. Is it really expected?"
1,"4 7, 2018 4 8, 2018",abid hassan Pathao Inc,3,Look your driver's behavior.change their attitude
1,"9 10, 2018 11 11, 2018",Elahi Sajib Pathao Inc,0,"stop those irritating notifications, we don't need constant reminders unlike you people."
1,"4 4, 2018 4 13, 2018",A Google user Pathao Inc,5,Want to send parcels by Pathao courier service..bt it shows different charges inside Dhaka.its processing too much complications..I don't like Pathao systems
1,"11 7, 2018 11 8, 2018",Md Shariful Islam Pathao Inc,3,"***ALERT***  This app steals SMS from user's phone. Of course, they are asking permission to read SMS from user phone, that does not mean they will store those SMS their personal database. This is totally unethical. Another thing, what is the point to read SMS from user phone  in a ride sharing app?...Full Review***ALERT***  This app steals SMS from user's phone. Of course, they are asking permission to read SMS from user phone, that does not mean they will store those SMS their personal database. This is totally unethical. Another thing, what is the point to read SMS from user phone  in a ride sharing app? I personally dislike this app for their worst  map and search option in the map."
1,"4 8, 2018 4 8, 2018",sajan basak Pathao Inc,0,searching option is needed to update
1,"3 1, 2018 3 23, 2018",ahasan hasan Pathao Inc,9,just updated! updated version is telling service is not available!!! but i got services from same area just 2days ago. whats wrong???
1,"3 8, 2018 2 27, 2018",Rasel khan Pathao Inc,37,My Handsets model is Nokia 6. But this app doesn't work in my handset. Need your support to start the app in my phone.
1,"2 6, 2018 2 6, 2018",A Google user Pathao Inc,72,I saw a rider pick up a ride in front of me but my pathao app says service not available here. I am using redmi 4x. And I am writing this review from same spot using same mobile and same internet.
1,"4 6, 2018 4 8, 2018",Jahid Jony Pathao Inc,0,সব চাইতে বাজে।।। কোন কাজ করে না।। মেজাজ খারাপ করে দিছে।👿
1,"11 7, 2018 11 8, 2018",Zihadul Islam Pathao Inc,4,This app steal my personal information
1,"11 8, 2018 11 7, 2018",Apurba Biswas Pathao Inc,3,"Pathao is a data mining app in disguise of ride sharing! it will steal SMS, contact numbers from your phone. Don't use it! 😠😠"
1,"11 8, 2018 11 8, 2018",Raufir Ahmed Shanto Pathao Inc,2,This app steals data from device.
1,"3 20, 2018 3 21, 2018",A Google user Pathao Inc,4,Its really pathetic...they cancelled my order for 3 times..and couldn't do anything to fix the problem.they can only say sorry with different accent.
1,"2 5, 2018 2 6, 2018",Khaled Saifullah Pathao Inc,67,"3rd class drivers for cars, they don't come, they don't contact and some drivers tell you to wait 10 minutes. Sorry, but I don't need your so premium drivers. Giving one star for bike drivers who are somehow decent.  Pathao car drivers, go drive CNG."
1,"2 22, 2018 2 27, 2018",sufia afroz Pathao Inc,59,Its service is good. But its app is not user friendly. It has no easy access like uber app. And most of the time i get it hanged.
1,"4 11, 2018 4 12, 2018",Mamunur Rashid Pathao Inc,12,Getting push message after every 2 minutes from the past two hours. Uninstalling now. Will install later and check again. If the result be good I'll change the rating to 5* again. 😜
1,"11 16, 2018 11 17, 2018",SHEIKH SADDAM HOSSAIN RIPON Pathao Inc,4,Bad
1,"11 16, 2018 11 17, 2018",Ripon Chak Pathao Inc,0,Worst app
1,"11 6, 2018 11 7, 2018",A Google user Pathao Inc,0,Good
1,"11 2, 2018 11 3, 2018",Aqib bin hannan Pathao Inc,0,Nn
1,"3 8, 2018 3 23, 2018",Animesh Bhattacharya Pathao Inc,10,Unskilled driver is available now. Please take action against them. For this reason I give 1 star.
1,"2 20, 2018 3 21, 2018",Prantik Chakraborty Pathao Inc,218,service is 5 star still I am giving 1 star because the company dosent thinks on the client side. The bikers drive very fast and does not provide helmet to the pillion rider. Plz plz plz make it a must compulsion for drivers to provide helmet to the riders at back. As its very risky in dhaka road wit...Full Reviewservice is 5 star still I am giving 1 star because the company dosent thinks on the client side. The bikers drive very fast and does not provide helmet to the pillion rider. Plz plz plz make it a must compulsion for drivers to provide helmet to the riders at back. As its very risky in dhaka road without helmet. A single accident can take life of the client. Plz think from that perspective. Make it a compultion. Then let me know as i am a frequent user of the app.  Please think from the clients perspective. Until you confirm i am refraining from the use of this service.
1,"3 11, 2018 3 23, 2018",Md Ashu Pathao Inc,27,Its tk too much tym fr load
1,"3 15, 2018 3 21, 2018",Rayhan Jilani Pathao Inc,43,The drivers are mannerless. Pathao should teach them manner properly.
1,"9 4, 2018 11 10, 2018",A Google user Pathao Inc,0,Pathao new app not responding.It fails to find a rider.Today my time was wasted
1,"3 18, 2018 3 21, 2018",Kamrul Akhandh Pathao Inc,25,"ভাই আজকে ১৮/০৩/১৮ আমার কাছে গ্রামীন ফোণ স্টার কোড ছিল, যার মেয়াদ।২১ তারি পর্যন্ত, তা আজকে এক্সপায়ারড হয় কেমনে"
1,"3 30, 2018 4 13, 2018",Adham Anan Pathao Inc,1,"Goodbye pathao.. deduct those unprofessional & learner driving licenced rider & by doing so make sure of user's safety first.. if the current situation continues, i can assure u of u'r falling down within no time 🙂"
1,"3 27, 2018 4 13, 2018",Ahanaf Abtahi Pathao Inc,3,I hate it
1,"8 30, 2018 11 12, 2018",Md Tusar Pathao Inc,0,Dose not work on mi China rom
1,"6 20, 2018 2 27, 2018",Md. Shahidul Islam Pathao Inc,17,"Worst app. Not found any fare estimation. Before estimation confirmation 
ride arrived. Foul...."
1,"11 7, 2018 11 7, 2018",Haseeb Chowdhury Pathao Inc,1,Thumbs down! You are theif! You steal data 😡😡😡😡
1,"7 12, 2018 1 24, 2018",Shafkat Chowdhury Pathao Inc,12,"This app was the best but recently it just shows me loading in pick up 
location and doesn't let me choose destination. I am using other apps for 
few days due to this."
1,"11 7, 2018 11 8, 2018",Kazi Zamil Hossain Shuvo Pathao Inc,2,প্রায় ছয় মাস যাবত আপনাদের অ্যাপটি ব্যবহার করছি। প্রথমদিকে অ্যাপ এর সার্ভিস আমার খুব ভালো লেগেছে। রাইড এর ভাড়া সহনীয় ছিল এবং ম্যাপ ভালোভাবে কাজ করতো। কিন্তু বিগত দু-একটি আপডেটের পরে লক্ষ্য করছি আপনাদের রাইট এর ভাড়া অন্যান্য রাইড শেয়ারিং অ্যাপ এর তুলনায় কিছুটা বেশি এবং ম্যাপে যাচ্ছেতাই অবস্থা। ...Full Reviewপ্রায় ছয় মাস যাবত আপনাদের অ্যাপটি ব্যবহার করছি। প্রথমদিকে অ্যাপ এর সার্ভিস আমার খুব ভালো লেগেছে। রাইড এর ভাড়া সহনীয় ছিল এবং ম্যাপ ভালোভাবে কাজ করতো। কিন্তু বিগত দু-একটি আপডেটের পরে লক্ষ্য করছি আপনাদের রাইট এর ভাড়া অন্যান্য রাইড শেয়ারিং অ্যাপ এর তুলনায় কিছুটা বেশি এবং ম্যাপে যাচ্ছেতাই অবস্থা। এ কারণে আপনাদের ওয়ান স্টার দিতে বাধ্য হলাম যখন এগুলো আবার পুনরায় ঠিক হয়ে যাবে তখন রেটিং পরিবর্তন করে দেব ইনশাল্লাহ।
1,"11 7, 2018 11 7, 2018",Yeasin Ar Rahman Pathao Inc,3,This app steals your personal information. It sends your contacts and messages to Pathao servers. Use at your own risk.
1,"10 6, 2018 11 6, 2018",Arik Abeer Pathao Inc,0,You should start taking feedback about your drivers.
1,"9 30, 2018 11 8, 2018",Rakib Rownaq Pathao Inc,0,System error occurred!!
1,"11 12, 2017 12 14, 2017",A Google user Pathao Inc,0,what a bad app . that i mever seened again.i used the app regulary .bt when i want to go the places the map dosent have the locaiton..so improve your..map..okay.if u
1,"2 26, 2018 3 21, 2018",Amazingly Amazed Pathao Inc,0,Dear pathao...              So much advertisement wont make you good. pls upgrade your software. and also your drivers attitude. pls stop making so much ad.
1,"11 10, 2018 11 7, 2018",Joy Bipro Pathao Inc,0,ব্যাক্তিগত তথ্য চুরি করে৷ তা আবার সেভ করেও রাখে।
1,"10 8, 2017 10 8, 2017",Ziaur Rahman Pathao Inc,2,1hr dhore mohammadpur. rider search korei jasse. rider r nai
1,"9 7, 2018 11 12, 2018",Shadman Rafi Pathao Inc,0,Your aggressive marketing policy is making the platform worse. Full of spamming notifications and messages.
1,"7 6, 2018 5 31, 2017",Shahriaz Alam Pathao Inc,1,"App never works during times of dire need. Your services are no longer 
required."
1,"11 7, 2018 11 8, 2018",Dipen Shome Pathao Inc,5,this app has the worst privacy policy. stealing users data and stores them in their server!!! how ridiculous!!
1,"9 17, 2018 11 11, 2018",Md Ariful Islam Shuvh Pathao Inc,0,f***
1,"11 6, 2018 11 7, 2018",Md.Emdadul Hoq Sawon Pathao Inc,2,Thief! The read and send full contact list and SMS to their server!! Can you imagin that and all of your SMS is in their server. Everyone should report these thief.
1,"10 16, 2018 11 5, 2018",Kazi Fahim Shahriar Pathao Inc,0,Sometimes a wrong business deal can cost everything.
1,"5 21, 2018 4 8, 2018",Sami Chowdhury Pathao Inc,3,Uber is much better than it
1,"8 3, 2018 11 13, 2018",Nasir Uddin Pathao Inc,0,It lags when it is required most..
1,"6 21, 2018 3 23, 2018",hasan hakim Pathao Inc,2,Very poor quality app
1,"9 4, 2018 11 10, 2018",Mazharul Hoque Pathao Inc,0,No 1 fraud company in Bangladesh
1,"4 11, 2018 4 12, 2018",Rãjû Šāîmøñ Pathao Inc,11,unwanted notification
1,"8 23, 2018 11 12, 2018",sajib hossen Pathao Inc,0,আমার কাছে এটা একটা ফালতু মনে হচ্ছে কারন আমি আজ অবদি এখনো পাঠাওএর কোন রাইড গ্রহন করতে পারিনি। অনেক সময় অপেক্ষা করার পর যদিও একজন রাইডার পেয়েছি সেও আমার গন্তব্যে যাবেনা ফালতু এপ্স।
1,"9 8, 2018 11 12, 2018",masum khan Pathao Inc,1,প্রতিদিন কত বার পুশ নোটিফিকেশন দেওয়া লাগে? আমরা কি কাজকর্ম বাদ দিয়ে দিনের মধ্যে অন্তত ১০ বার নোটিফিকেশন দেখবো? যত্তসব থার্ডক্লাস ম্যানেজমেন্ট!
1,"9 22, 2018 11 11, 2018",Mashfi sarwar Pathao Inc,0,Buggy app....full of fault...wrong fare shows everytime after dropping off
1,"11 16, 2018 11 17, 2018",Mahidul.H Supom Pathao Inc,0,map has many wrong locations which is very irritated. I search my home bt it show wrong name of the road.
1,"6 10, 2018 4 3, 2017",Samir BoomX Pathao Inc,8,"Cheap drivers with cheap attitude. Uber is expensive but at least they 
don't pick anyone from the road side to become a driver. Driver literally 
fight with me in the middle of the night for extra payment"
2,"10 3, 2018 11 7, 2018",lord zeref Pathao Inc,43,Pathao gave good service when it started. But the behaviour of the riders/couriers are now becoming irritating. Pathao food couriers whimsically accept request and after half an hour cancel it without confirming. There is no complain system only automated support number. There should be either an op...Full ReviewPathao gave good service when it started. But the behaviour of the riders/couriers are now becoming irritating. Pathao food couriers whimsically accept request and after half an hour cancel it without confirming. There is no complain system only automated support number. There should be either an option to complain about them or if they dont want to deliver they should not accept those order.
2,"8 2, 2018 11 13, 2018",nazmul hasan Pathao Inc,1,Sob area te bike paya jaina.. Service aro valo korte hobe
2,"10 2, 2018 11 7, 2018",Martin Rienesl Pathao Inc,35,"Nice app, but super annoying notifications a couple of times a day about promos, special deals or whatever you can not disable. Additionally this seems to be the only service like that in the world, where the driver sets the pickup point, not the customer (yes, the original design makes it right, bu...Full ReviewNice app, but super annoying notifications a couple of times a day about promos, special deals or whatever you can not disable. Additionally this seems to be the only service like that in the world, where the driver sets the pickup point, not the customer (yes, the original design makes it right, but the drivers confirm, then they tell you where they are and it is your problem to get to them)"
2,"10 10, 2018 11 1, 2018",Aushaf E-Rabbi Pathao Inc,1,"The services provided by Pathao is good but this app is anything but that for me. I really hate that the app literally forces me to turn on my GPS and location if i want to go from a to b. User should be given the choice yo write down his/her pickup point. I have to go through a lot of trouble to fi...Full ReviewThe services provided by Pathao is good but this app is anything but that for me. I really hate that the app literally forces me to turn on my GPS and location if i want to go from a to b. User should be given the choice yo write down his/her pickup point. I have to go through a lot of trouble to fix a ride for my friend who is not with me. What's more, I cannot even browse inside the app without turning on my location!! I don't understand why it's like that."
2,"10 10, 2018 11 5, 2018",AR Rana Pathao Inc,5,"New design is not user friendly at all The global drawer should accessible from all the sub categories (rides/car/food) for easy user navigation like applying promo, see profile. User are here for quick service, it's really disturbing going back to switch between services, isn't it?"
2,"10 12, 2018 11 1, 2018",Sanzidul islam Ebon Pathao Inc,0,Uber jekhane onk fast map show kora.. Shekhane pathao map e show kora na.. R live map er kotha bad e dilam..
2,"8 29, 2018 11 12, 2018",Dipon Cornelius Rozario Pathao Inc,0,"The app is not effective and efficient. Sometimes it hangout and fail to find my ride, to show my fare at the end of my ride, and also it doesn't show real-time update about my ride status & the position of my driver-partner."
2,"9 21, 2018 11 10, 2018",A Google user Pathao Inc,0,"Very poor app with very less options. Also, it takes about 30 mins to get a car. Over all, disappointing."
2,"9 7, 2018 11 12, 2018",Rahat Chowdhury Pathao Inc,0,Pathao food service isn't good enough. And food delivery man doesn't even know popular resturent
2,"10 9, 2018 11 5, 2018",Oshi Pathao Inc,0,When I get out of my house then this app can track me otherwise this can't track my location. But Google can easily track my location when I am at my home. As a result I can't use the parcel and food service when I am at my home. Please fix this issue.
2,"9 2, 2018 11 13, 2018",only onni Pathao Inc,4,The app keep on stopping for no reason. Reinstalled both in my phone's.but the problem is still there
2,"10 1, 2018 11 8, 2018",shahreear Wadud Pathao Inc,2,Horrible experience. Ever since the revamp of the ui the app takes forever to pick up my location. Makes getting anywhere impossible. Please see to it that this is fixed
2,"11 17, 2017 12 14, 2017",Mahobub Hossain Pathao Inc,123,The app is dreadful. There's no way to know the upfront fare. And the map is horrendous. Fix the map ASAP.
2,"9 16, 2018 11 11, 2018",Redwan Omi Pathao Inc,0,Here is no car in Narayanganj.
2,"8 31, 2018 11 13, 2018",Kamrul Ahsan Pathao Inc,6,Too much showing and disturb notification and do not have notification off system
2,"8 8, 2018 11 13, 2018",Angry Cuber Pathao Inc,3,"Takes too long to find rides, full of glitches. Often the app shows 
""Finding your ride"" screen while someone has already accepted which causes 
confusion."
2,"10 3, 2018 11 7, 2018",A Google user Pathao Inc,0,Location on kora tao app locate korche na
2,"2 20, 2018 3 23, 2018",A Google user Pathao Inc,0,Pathao er pop up add ar ekta meye r bikot sound e prai lafie uthtte hoi...plz stop it
2,"10 17, 2018 11 5, 2018",Soozie Plays Pathao Inc,0,Anytime you order food they cancel it just wastes of your time theres better app than this
2,"11 7, 2018 11 7, 2018",Mashud Reza Pathao Inc,2,Its collecting personal phone data of user.
2,"8 1, 2018 11 13, 2018",Mehedi Hasan Sayem Pathao Inc,3,আজ পর্যন্ত আমি পাঠাও app use করতে পারলাম না
2,"10 21, 2018 11 4, 2018",sweetnur sweetnur Pathao Inc,0,"আপনাদের কতগুলা বাইক এত বাজে বলার মত না দয়া করে ওগুলা রাস্তায় দিবেন না পথে তৈল শেষ, স্টার্ট বন্ধ হয়ে যায় কি সব গাড়ি রাইডে নেন বাজে সার্ভিস আর এফের মধ্যে অভিযোগ জানানোর অপশন এড করুন এই যে এখন তৈল শেষ উনি তৈলের জন্যা গেছে আমি ২০;৩০ মিনিট দাঁড়াই আছি"
2,"11 17, 2018 11 17, 2018",Music Box Pathao Inc,0,u guys should train ur riders properly
2,"9 23, 2018 11 11, 2018",Suman Alam Pathao Inc,9,"Facing problem Pathao pay ,I recharge some amount but now not working."
2,"9 4, 2018 11 12, 2018",Pronoy Costa Pathao Inc,0,Rides can't be found neither office time nor unofficial time specially for short distance. Service is gradually decreasing. Totally unsatisfied. The app sometimes don't work properly.
2,"11 11, 2018 11 15, 2018",A Google user Pathao Inc,0,Pathao is not working for a couple of days..
2,"11 15, 2018 11 10, 2018",samya satanov Pathao Inc,1,Average service...
2,"9 3, 2018 11 12, 2018",Tanvir Anik Pathao Inc,2,Faltu app. Car not available.
2,"11 10, 2018 11 3, 2018",GOUTOM KUMAR SIKDER Pathao Inc,45,"Pathao Pay doesn't work with ipay, ipay gateway hang kore boshe thake. ipay er sathe bkash, rocket add kora uchit..."
2,"8 4, 2018 11 13, 2018",A Google user Pathao Inc,11,"I started my journey from banasree & my destination was suhrawardy medical 
college. The app showed the rent tk 349 but after arrival it showed the 
rent 394 in both app of mine & the driver. so I had to pay that money & I 
don't know why it occured. it was an awful experience. can somebody explain ...Full ReviewI started my journey from banasree & my destination was suhrawardy medical 
college. The app showed the rent tk 349 but after arrival it showed the 
rent 394 in both app of mine & the driver. so I had to pay that money & I 
don't know why it occured. it was an awful experience. can somebody explain 
me why it occured?"
2,"10 23, 2018 11 4, 2018",Samiul Ahsan Pathao Inc,2,Shob thik cilo update deyar por ar amar pathao pay wallet e rider recharge korte pare na
2,"9 8, 2018 11 12, 2018",Taseef Hasan Pathao Inc,1,"Please stop spamming my notifications with ads of ""need a weekend getaway, use pathao"". I can't even turn it off from the app. If i turn off system notifications for the app, i miss out on notifications that actually matter.. I.e finding a rider"
2,"12 3, 2017 8 20, 2017",Ishtiaq Emon Pathao Inc,38,IS THIS SOME KIND OF JOKE!  Send a stupid 'experiencing-minor-technical-issues' sms and get rid of the pathao passengers who are mad at you for facing trouble to even set the destination and send a pickup request. That's easy!  I was trying to get a ride from 10:47 am this morning which I didn't get...Full ReviewIS THIS SOME KIND OF JOKE!  Send a stupid 'experiencing-minor-technical-issues' sms and get rid of the pathao passengers who are mad at you for facing trouble to even set the destination and send a pickup request. That's easy!  I was trying to get a ride from 10:47 am this morning which I didn't get. I tried and waited for about 20 minutes for the app to let me set the destination. I somehow got some public transports to get to work. Pathao found me a rider when I was halfway to my office and when I reached office the app showed a 50 Tk. fare.
2,"4 11, 2018 4 12, 2018",Jubayer Muhammed Pathao Inc,6,Bhai ato over marketing kano kora lagbe. Last 30 min e kompokkhe 60 bar aki notikfication pathaise. Bhat bhorta bhaji 😑
2,"12 18, 2017 12 17, 2017",Ahnaf Tazwar Pathao Inc,5,Buggy app. And like uber is there any way to change my number and add a different one as I changed my older number. And I know and support Pathao for its work. But sometimes the app just takes too much time....and crashes... other than that its alright.
