Star,Date,Name,Reaction,Review,Week
1,2018-11-13,MD Abul Kashem,8,"Useless app. Price vary from during pic up time and after reach destination time without any reason, although the road same as well as no traffic. Also show wrong path",Week 9
1,2018-11-13,Shanjid Hossain,1,"This app is stealing our privacy, like read all our personal messages, keep all our contacts.",Week 9
1,2018-11-13,ABU NIAJ MD SHAHINOOR,1,"When my privacy is at risk,thn no need this app anymore",Week 9
1,2018-11-13,Health Tips24,1,Stealing information from users...,Week 9
1,2018-11-13,Muhammad.Nazmul Ahsan,3,I am concerns about it's user's SMS storing news.,Week 9
1,2018-11-13,Akram Hossain Rana,1,Pathao is data theft. don't install this app.,Week 9
1,2018-11-13,abiruzzaman abir,0,সালারা চোর বাটপার। ইউজারদের সব তথ্য চুরি করে নিছে।কেউ এপ্স টি ইন্সটল করবেন না।যারা করেছেন তারা এখনই আনইন্সটল করে দেন।আর অবশ্যই ১★ দিবেন।,Week 9
1,2018-11-13,A Google user,1,They are stealing our personal information,Week 9
1,2018-11-13,icon Salahuddin,0,Sms,Week 9
1,2018-11-13,Ahad Bin Zahid,12,They are saving repeatedly users personal sms and phone book in their server. This is just a crime and negative issue for someones privacy...,Week 9
1,2018-11-13,Raihan Ahmed,0,You've no right to have access on our messages as they contains confidential information and credentials! You really has been proved hypocrites!,Week 9
1,2018-11-13,Tajwar Rahman Ayon,0,St,Week 9
1,2018-11-13,Minhazur Rahman,0,"this app stores sensitive informations without notifying the user in a proper way. However, not a single app should be published that could play with users data which is unforgivable. i want Google to research about the issue and bring back the trust and security of Android users once again. Banned ...Full Reviewthis app stores sensitive informations without notifying the user in a proper way. However, not a single app should be published that could play with users data which is unforgivable. i want Google to research about the issue and bring back the trust and security of Android users once again. Banned the app from playstore",Week 9
1,2018-11-13,Shahriar Zaman,1,Massive breach of privacy. Ashamed to see this from a Bangladeshi company.,Week 9
1,2018-11-13,Farhan Hassan,46,"They STEALS personal informations like private sms. Up until this moment, I was proud of Pathao which a giant tech company in BD. Now I doubt their very motive about their service. I don't know whether their true business is to sell ride share sharing service or selling our personal data. Informatio...Full ReviewThey STEALS personal informations like private sms. Up until this moment, I was proud of Pathao which a giant tech company in BD. Now I doubt their very motive about their service. I don't know whether their true business is to sell ride share sharing service or selling our personal data. Information they took from us can be easily used to hack our other information. I hoped that it could be a great app despite its bugs. But guess I'm wrong!!",Week 9
1,2018-11-13,Sajib Chowdhury,1,They stole my all phone data,Week 9
1,2018-11-13,Hasnain Shawon,0,its a Malware,Week 9
1,2018-11-13,Eminem LP,0,"thapraite thapraite toder maira fela uchit. koto manushke ze bank er info niye location peye bike er moddhe hijacker pathai taka loot korsos Allah jaane! majhkhane bike, hijacker, khun onek bere gesilo. tora koraisOs sure. deshe bichar nai. thakle tora ekhon mara khaiti...",Week 9
1,2018-11-13,Sakil Imtiaz Wahid,1,used to be a huge fan.. you guys are just another scumbags.,Week 9
1,2018-11-13,Abdullah azam,0,this app steals messages from your device and they were caught red handed.. but offered money to cover up everything boycott pathao,Week 9
1,2018-11-13,Farabi Ibney Yousuf,1,"You know, why I have rated you with one star. Wish I could give you negative 🌟. You thief!! How dare you are to download your user's personal info.",Week 9
1,2018-11-13,Suhail Mahmood,0,"I used to use pathao, but I am stopping to use it and would suggest everyone else to boycott pathao and all their services. You cheated with your users, and broke our trust and betrayed with us by stealing from us in our back. To rectify, you need to stop stealing first, apologise publicly, and prov...Full ReviewI used to use pathao, but I am stopping to use it and would suggest everyone else to boycott pathao and all their services. You cheated with your users, and broke our trust and betrayed with us by stealing from us in our back. To rectify, you need to stop stealing first, apologise publicly, and provide all your services at the bare minimum cost for at least 6 months. Bangalees are such a low minded people, with almost zero moral values. Whoever is here, please upvote comments that talk about pathao stealing data, and mark comments that compliment pathao as inappropriate/unhelpful.",Week 9
1,2018-11-13,Zayed Mohammad,5,They steal user information such as all messages and contacts. Stores users message and contacts to their server. They are caught red hand. Google should take steps and remove this thief from play store for good.,Week 9
1,2018-11-13,Tanvir Afzal,14,User privacy is a big concern and how come you guys keeps hiding what mistake you did. We users are the power of everything remember and we will keep hunting u down.   Low Rating because * Contact & SMS stealing by API post request and hiding the truth from users. * Keep telling wrong and fake stori...Full ReviewUser privacy is a big concern and how come you guys keeps hiding what mistake you did. We users are the power of everything remember and we will keep hunting u down.   Low Rating because * Contact & SMS stealing by API post request and hiding the truth from users. * Keep telling wrong and fake stories to media to proof what you did is right.,Week 9
5,2018-11-13,Mr Perfect,2,"I guess this apps a good apps. Somebody said this is a hacking based apps. But I don't think soo. Because, who complain about this, he told me this apps hack everything in my phone. But when I checked the apps permission, this apps have permission only my location and and my SMS. Then how to It hack...Full ReviewI guess this apps a good apps. Somebody said this is a hacking based apps. But I don't think soo. Because, who complain about this, he told me this apps hack everything in my phone. But when I checked the apps permission, this apps have permission only my location and and my SMS. Then how to It hack my Phone storage? Please clear me this anybody.",Week 9
1,2018-11-13,Shahriar Rahman Reza,0,Harmful for device data.,Week 9
5,2018-11-14,A Google user,0,Better than uber,Week 9
1,2018-11-14,Minar Mahmud,0,Steals user contacts and SMS!!,Week 9
1,2018-11-14,robi ul,0,Hacker,Week 9
1,2018-11-14,Tarique Mahmood,0,This app. Have no Security.,Week 9
1,2018-11-14,Ibrahim Emran,18,Drivers not perfect as well as company.,Week 9
1,2018-11-14,harunar rashid shamim,0,"Upload and Store customers private info(contacts, messages) in their server which is unethical.",Week 9
1,2018-11-14,Sohel Mohammad Rana,1,They are fraud. Stealing personal data.,Week 9
1,2018-11-14,amit roy,1,Being a fan Pathao I am very disappointed about the fact of stealing data from user's personal sms. I feel very very sad. Its like you break my trust. Got bye Pathao :(,Week 9
5,2018-11-14,A Google user,0,its best,Week 9
1,2018-11-14,Neaz Ahmed,0,they are stealing my contacts and sms . they are a malicious corporation.,Week 9
2,2018-11-14,Khandoker Abdullah,8,"is that true that you guys are stealing sms info? there's not much of act in BD so no one might be able to sue you but still... isn't 700crore ৳ enough? be happy with that what are you going to do with texts like ""sapnu puas"" :v adios!",Week 9
1,2018-11-14,Anan,0,Busted!,Week 9
1,2018-11-14,Delicious FooD,19,Very bad Driver and there location founding technology,Week 9
5,2018-11-14,shree rajbanshi,0,Good,Week 9
1,2018-11-14,Mohammad Rezaul Karim Bhuyan,0,This app steal personal info. Hate it,Week 9
1,2018-11-14,Namista Tabassum,1,"Apart from information stealing and privacy concerns, the app itself is filled with bugs, crashes when using mobile data (I use a quality phone so it's definitely the app not me), irregular fares, drivers with bad navigation... The list goes on.",Week 9
1,2018-11-14,shiful islam,0,Spam,Week 9
1,2018-11-14,Shoumik Sharar Chowdhury,0,Steals data.,Week 9
5,2018-11-14,A Google user,0,Good app,Week 9
1,2018-11-14,Naimur Rahman Nomit,0,"Don't install this app. It's take our data, sms, photos everything. It may break your privacy.",Week 9
1,2018-11-14,Nivrito Nirjhor,96,"We were very proud of you guys as our own company. But You guys just broke our trust. Irregular fair was fact, but still we supported you. But stealing our privacy! Just shame on you! I'm a regular pathao user, but from few days ago I'm searching for different apps for ride. I decided to remove this...Full ReviewWe were very proud of you guys as our own company. But You guys just broke our trust. Irregular fair was fact, but still we supported you. But stealing our privacy! Just shame on you! I'm a regular pathao user, but from few days ago I'm searching for different apps for ride. I decided to remove this app from my mobile.. There are couple of good apps for ride share. So, don't u think that u r only one and do whatever u want! Just say sorry in publicly and regain ur trust. Otherwise u will be gone.. Best wishes..",Week 9
1,2018-11-14,Tanjin Rahman,0,Bad,Week 9
1,2018-11-14,khalid Emdad,0,information thief,Week 9
1,2018-11-14,SA:SAA,0,Useless. Can't provide services outside of ringroad,Week 9
1,2018-11-14,Farhan Azim,1,Breaches privacy. Takes your sensitive personal data without consent and denies doing it.,Week 9
1,2018-11-14,Bangladesh History,0,Fake app 100%,Week 9
1,2018-11-14,sultana maharoo,0,"don't steals user's personal information. Upgrade the app, be honest and than we shall download the app again.",Week 9
1,2018-11-14,syed yousuf Ahamd,0,They are hacking personal information which they don't required.,Week 9
1,2018-11-14,Shakhawat Sabuj,0,Poor apps..It's violating privacy,Week 9
1,2018-11-14,Syed Yasir Azam,0,They hack data which they don't required for operation. Privency always matters..,Week 9
1,2018-11-14,Osman Rafi,0,"Pathao should be banned just for stealing customs data. ""AVOID PATHAO""..",Week 9
1,2018-11-14,ron mohsen,0,This app spontaneously steal private massages from users phones. Even the developers and the company admitted it and they are doing it without any remorse. They sell these data to other third party apps. They are violating the privacy policy.....,Week 9
4,2018-11-14,Moynul Khandaker,0,Very helpful for savings valuable time👍,Week 9
1,2018-11-14,MD. SAMI - UL - HAQUE,0,don't install it.It will steal your privacy of text in your phone.,Week 9
1,2018-11-14,Searching for New World,0,Hack user secret information without permission,Week 9
1,2018-11-14,the motorcycle journey,0,"they are stealing customer sms, contacts.....",Week 9
1,2018-11-14,Jisan Islam,0,Privacy 😑,Week 9
1,2018-11-14,Rafsan Zami,0,They are uploading customer mobile sms & contact list to there server without any permission.,Week 9
1,2018-11-14,Zakir Ayub,0,"DO NOT, I repeat, DO NOT use this garbage app if you care about your privacy",Week 9
1,2018-11-14,Mithila Afroj,0,Just Shame on u 😑,Week 9
1,2018-11-14,Zahid Hasan,4,Can you give me my SMS you've stollen before? I just reseted my phone but forgot to take backup :(,Week 9
1,2018-11-14,Zafar Ullah Khan,0,Data theft is a crime and the developers are getting away with it in Bangladesh. It's a shame that a popular startup is taking up users personal informations behind those grandiose curtains.,Week 9
1,2018-11-14,Asadullah Armaan,0,Steals user data,Week 9
4,2018-11-14,Md Ibrahim Khalil,0,Many rider sometimes refuse to go. It should consider,Week 9
1,2018-11-14,Naive Refreshers,0,Tracks our information and reserve it,Week 9
1,2018-11-14,Aheen Rahman,0,They steal data.,Week 9
1,2018-11-14,fabia jahan,0,they are stealing our private sms infos. and not even sorry about it! uninstalled it guys. adios!,Week 9
1,2018-11-14,A Google user,0,This apps steal people's phone data. beware of using it,Week 9
1,2018-11-14,Dripta Sarder,1,Never try to steal or peek into my personal data dudes.,Week 9
1,2018-11-14,Md. Ehsanul Kabir,0,Stealing someone's privacy is not good... same!!!!!,Week 9
1,2018-11-14,Fozla Mohemmad Mahi Sarwar,0,You are stealing our data..... Shame,Week 9
1,2018-11-14,Shuhail Hussain,0,They steal personal information.,Week 9
1,2018-11-14,Saged Hasan,1,They steal our data pretty badly. And should be banned this app from playstore.,Week 9
1,2018-11-14,Shifat Jaman,0,Privacy is a private fact ! Don't play with this. Shame on you guys! Just say sorry if you want to regain the trust you guys gain from your country man. Best wishes.,Week 9
1,2018-11-14,A Google user,0,"They are stealing our personal data, messages, pin code etc. I hate this app and never wish to use it. Their service is worst. Driver asked people where they want to go before reached the passengers. Uninstall this app quickly. 🙏🙏",Week 9
1,2018-11-15,Saikot Mirza,0,Stop stealing information,Week 10
1,2018-11-15,Md. Ragib Aunjum,30,Digital thief. They steal users personal information.,Week 10
1,2018-11-15,iabur rahman,0,Stupid policy,Week 10
1,2018-11-15,RUBAYAT RAYHAN,0,They steal personal information,Week 10
1,2018-11-15,Tamzid Khan,2,First you guys steal. Then you are arrogant enough to say that you were right in doing so. Let me ask you this. Did I ask you to keep my data safe? Did I chose you for that service?? You are just lucky this is Bangladesh. Otherwise you would have gotten your ass sued.,Week 10
1,2018-11-15,Rifat Hossain,0,This app steals private information,Week 10
1,2018-11-15,MD IMRAN HOSSAIN,0,সবার তথ্য চুরি করে চোরের মতো সার্ভারে রাখার মানে টা কি? ভবিষ্যতে কি ছিনতাই কারি নিয়োগ দেবেন?,Week 10
1,2018-11-15,A Google user,0,চুরি বিদ্যা মহা বিদ্যা যদি না পরে ধরা।,Week 10
1,2018-11-15,Ramim Hasan,4,"Use your app today for a long time. But today I have changed thinking thoughts in the evening and I will not use it. Service is good when I am satisfied with it. While riding in the evening today, my offer was offered by Ride Bill 80৳ on the phone because of my offer. At the end of the ride, Rider s...Full ReviewUse your app today for a long time. But today I have changed thinking thoughts in the evening and I will not use it. Service is good when I am satisfied with it. While riding in the evening today, my offer was offered by Ride Bill 80৳ on the phone because of my offer. At the end of the ride, Rider said 140 ৳. 60 It is better not to seek service with excess. The feedback form did not come at the end of the Ride. That's why should I use it? I have rider phone number :)",Week 10
1,2018-11-15,Shuvashish Sarker,0,It is stealing personal data,Week 10
1,2018-11-15,Masroor Hussain,0,"they should inform us to what extent they have used our text messages, who had access to these messages and prove that they have deleted all the data to get people confidence back",Week 10
1,2018-11-15,Anik Rana,0,Worst,Week 10
5,2018-11-15,shohag khan,0,Please look and ensuring the good riders and vehicles as well.,Week 10
1,2018-11-15,A Google user,0,Paivacy hacker,Week 10
1,2018-11-15,Jubaer Hossain,0,Data thief :) Rot In Hell,Week 10
1,2018-11-15,Emrul Imrul,0,Information thip,Week 10
2,2018-11-15,Nabaneeta Bhattacharjee,0,Please be honest,Week 10
1,2018-11-15,Shafiur Rahman,0,It steals information from the user.,Week 10
1,2018-11-15,Tofazzal Hossain,0,Stop stealing our privacy,Week 10
1,2018-11-15,A Google user,0,Digital thief !,Week 10
1,2018-11-15,Md Yousub,0,"Faltu akta ride,,,I am not satisfied,,bole akta,,kre akta,,,,gari te othar time a dekhai ak rate,,r namar time a Jai dekhi r ak rete,,,,🙁",Week 10
1,2018-11-15,A Google user,0,They steal sensitive information without any prior consent.,Week 10
1,2018-11-15,Engr.Helal Murshed Shohag,0,পাঠাও গ্রাহকের সকল ডাটা চুরি করে..,Week 10
2,2018-11-15,noman khandker,0,Km wise fare should be showed. Fare should be consistent or close to local.,Week 10
1,2018-11-15,Masum Mushfiq,0,Steals user data. Breaks privacy.,Week 10
1,2018-11-15,Abdullah Al Nashar,0,I can't able to enter in App from my residence. That cussing i don't use the app,Week 10
1,2018-11-15,Sakib Hasan,0,Worst possible app that violates our privacy without any valid reason.,Week 10
1,2018-11-15,A Google user,0,Recently people finds that pathao apps are collecting personal sms and others things from a client phone. I stopped using pathao.,Week 10
1,2018-11-15,Tashauf Ananno,0,"though the service was good but accessing to someone's data without acknowledgement is a crime. Sorry , no PATHAO from now on .",Week 10
1,2018-11-15,Zobair Ibn Alam shoumik,0,why do you guys take sms and contact :@,Week 10
1,2018-11-15,Rakib,0,"Digital Theif ,Stolen our personal data",Week 10
3,2018-11-16,Nadiul Islam,0,Will reinstall this app as soon as they sort out the privacy issues.,Week 10
1,2018-11-16,r.m. Sakib,1,It's a harassment for using internt now.,Week 10
1,2018-11-16,A Google user,0,Bad,Week 10
1,2018-11-16,MK Ovy,10,Doesn't respect users privacy.,Week 10
1,2018-11-16,Shafayet Babu,0,its a malware,Week 10
1,2018-11-16,Mohammad Sajibul Hasan Chowdhury.,2,You should have aware about the users privacy. don't steal them. and also fix the gps problem. very disgusting. all the day it keeps loading 😑,Week 10
1,2018-11-16,Sk Fahad Ahmed,0,Insecure,Week 10
1,2018-11-16,Jainta Paul JP,1,Bal,Week 10
1,2018-11-16,Adnan Hossain,0,This is a malicious app. Google should flag it. It steals sms and contact data.,Week 10
1,2018-11-16,A Google user,0,SHAME ON YOU! YOU DON'T HAVE THE RIGHTS TO STEAL OUR PRIVACY,Week 10
1,2018-11-16,Sudip Kumar Das,1,It hacks,Week 10
1,2018-11-16,Nayeem Hasan,1,How the hell on earth this app is collecting personal info like Contacts and Messages? Dump this app,Week 10
1,2018-11-16,Knight Fury,0,"Yah the service is good. But I value my privacy more. Don't install it, it collect your private information.",Week 10
1,2018-11-16,iNext Web and SEO,1,They are now stealing all personal information. We should report this app.,Week 10
1,2018-11-16,Shubho Ghosh,0,They stealing Data from Customer.A Floppy App.,Week 10
1,2018-11-16,riyanariya 203,0,theif,Week 10
2,2018-11-16,A Google user,0,বাটপার,Week 10
1,2018-11-16,A Google user,0,stealing data,Week 10
1,2018-11-16,Shakib Kashmir,0,stealing user data is not a good job..Bangladesh Govt should ban pathao as early as possible. bloody thieves 😡,Week 10
1,2018-11-16,Nabidul Alam,0,personal data in wrong hand. serious violation of privacy..,Week 10
2,2018-11-16,Amin Adnan,0,Stop Stalking,Week 10
2,2018-11-16,jerry patel,0,nice customer privacy,Week 10
1,2018-11-16,A Google user,0,"They sending users sms to server, including sensitive sms like bank transactions.",Week 10
1,2018-11-16,rajib hossain,0,Cheating....,Week 10
1,2018-11-16,Ifty Islam,0,steals user data sms,Week 10
1,2018-11-16,anik saha,0,"after last update this app is horrible, specially GPS. And drivers are so poor. always demands extra money from me",Week 10
1,2018-11-16,মোঃ ফারহান সাদিক,0,This app is stealing user's sms,Week 10
1,2018-11-16,imroj imu,1,"রাইড শেয়ারিং সেবা দিতে আমার মোবাইল এর টেক্সট পড়তে হবেক কেন?contact জানতে হবে কেন? আশ্চর্য, দেশীয় প্রতিষ্ঠান ভেবে এতদিন কাদের সেবা নিতাম😖",Week 10
1,2018-11-16,Alim Al Razi,0,They're stealing all my infos...Harmful for individual security...,Week 10
1,2018-11-16,A Google user,0,"They are try to always force marketing policy, always send unusual message(ie.send message early in the morning) etc. Stole client mobile data etc.",Week 10
1,2018-11-17,Sadman Ahsan,0,"Trust issues man, you guys broke our trust. :)",Week 10
1,2018-11-17,A Google user,0,Steals users' personal data without consent.,Week 10
1,2018-11-17,Moshiur Rahman,0,I can't trust,Week 10
1,2018-11-17,Rahabar Bin Hossain,1,thief,Week 10
1,2018-11-17,Rob Rafid,0,You broke our trust by unnecessarily storing sensitive user information without user consent. I just want to stop receiving texts from Pathao. Tell me how to do that.,Week 10
1,2018-11-17,Animesh kar,0,They stole data like private sms and stored them into their server which is not ethical,Week 10
1,2018-11-17,kamal uddin,0,They are steal information from our device like msg photo contact.,Week 10
1,2018-11-17,Md Nahian Ibne Alam,0,They steal sms and contact list from users.,Week 10
1,2018-11-17,Sezan Mahmud Shaikat,1,মানুষের ব্যক্তিগত এসএমএস এসডি কার্ডের তথ্য চুরির মতো গর্হিত কাজ করা বন্ধ করেন! দেশীয় প্রতিষ্ঠান হিসেবে সর্বোচ্চ স্বচ্ছতা বজায় রাখুন। দেশের মানুষের সাথে দুই নাম্বারী বন্ধ করুন! ধন্যবাদ,Week 10
1,2018-11-17,A Google user,2,"এই অ্যাপ সব এসএমএস, ফোন বুক মোবাইল থেকে চুরি করে নিচ্ছে। আমি এবং আমার পরিচিত সবার ফোন থেকে অ্যাপ আন ইনস্টল করেছি। দয়া করে কেউ অ্যাপটি ইউজ করবেন না। আপনার ব্যাক্তিগত সব এসএমএস, কন্ট্যাক্ট সব ওদের সার্ভারে নিয়ে রাখে। এখন আপনার চিন্তা কি করবেন।",Week 10
1,2018-11-17,Tanvir Mahmud,0,This app stole my personal data and cookies,Week 10
1,2018-11-17,Tanvir Hafiz,1,This app steals data from our phones and uploads it to their websites. Very unethical and should be banned from play store,Week 10
1,2018-11-17,Ashik Arefin,1,Stealing information from customers.,Week 10
1,2018-11-17,Saifur Rahaman,0,"spying app, which upload all sms and contacts to their server",Week 10
1,2018-11-17,Siddiq Khan,0,Why the hell you want my SD card access?? Fuc*k your app,Week 10
1,2018-11-17,Azizul Hakim,0,takes private sms data. this is shocking and sad.,Week 10
1,2018-11-17,Pramit Ghosh,0,Criminal app,Week 10
1,2018-11-17,Saidur Rahman,0,চোর,Week 10
1,2018-11-17,Shuvajit Das,0,They are stolling sms and storing those sms in their server without notifying users. They should be punished for this kind of activities.,Week 10
1,2018-11-18,S. Mahmudul Hasan,0,"Review?! This is BD that's why may be.....just may be, the broken trust may get amended as we, the stupid BD people have a memory as good as goldfish.",Week 10
1,2018-11-18,A Google user,0,Cheater..,Week 10
1,2018-11-18,Fayed Shafin,0,Data breacher.,Week 10
1,2018-11-18,A Google user,0,"Shame on you, guys. Stop collecting anybody personal information, you don't have any right collect those data.",Week 10
1,2018-11-18,sakib Rahman,0,তথ্য চুরির কেলেঙ্কারির জন্য আনইন্সটল দিলাম।,Week 10
1,2018-11-18,Khalid Saad,1,"They are stealing scumbags, who steal their clients' sms from mobile for their own profit.",Week 10
1,2018-11-18,A Google user,0,"These scoundrels are snooping in everyone's inbox, contacts etc. Already uninstalled it.",Week 10
1,2018-11-18,Amina Rahman,0,Nothing but a Malware,Week 10
1,2018-11-18,Ashraful Islam,0,They steal our messages and contact information. Their riders are the worst.,Week 10
1,2018-11-18,A Google user,0,They are hack mobile number all my contacts,Week 10
1,2018-11-18,Asradul Islam,0,Doesn't not respect users privacy 😏😏,Week 10
1,2018-11-18,Mostafa Shahriar,0,"Taking out private data without our consent, I was very happy as onek of us were rising, but in the end you guys disappointed us. SHAME",Week 10
1,2018-11-18,Showman Biswas,0,Pathao thif clients information without acknowledgements.,Week 10
1,2018-11-18,Zonayat Hossain,0,"Pathao store our personal sensitive data live message, contacts to their servers with out storing permission. They said they will sorte data to givs us safety but how can they givs us safety by stealing our data?",Week 10
1,2018-11-18,md arif hosen,0,Age bike show korto akhon kory na ar age vhara Kom Chilo akhon onek Beshi,Week 10
5,2018-11-19,A Google user,0,good Ride....,Week 10
2,2018-11-19,sobhan sazid,0,the service is okay. but recently they’re charging surge charge which is quite high and remains unknown before taking the ride,Week 10
1,2018-11-19,A Google user,0,This is really a bad app . I have some problem with it because this app can access my all personal data from my device this hilarious and really harmful,Week 10
5,2018-11-19,kawser hossain johny,0,Grait ..for us,Week 10
1,2018-11-19,Ramesh Sapkota,0,Worst service.,Week 10
5,2018-11-19,A Google user,0,pathao is a good app,Week 10
1,2018-11-19,MD RAIHAN HOSSEN,0,"এর নাম পাঠাও না দিয়ে ঠাপাও দেন, যেখানে অন্য সব সার্বিস গুলা ডিস্কাউন্ট ছাড়াই আপনাদের থেকে কম মূল্যে রাইড দিচ্ছে, আর আপনাদের তো ডিস্কাউন্টই নাই। সো, ব্যাটার হয় এপ্স এর নাম ঠাপাও দেন।",Week 10
1,2018-11-19,A Google user,0,Chor shala,Week 10
5,2018-11-19,A Google user,0,Love this,Week 10
1,2018-11-19,Sumon Prodhan,0,"The ride sharing fare is low compared to UBER & the availablity of bikes is higher than UBER, it's top competitor. But the last incident took place that it robbers every messages from the user's device is just terrific and unacceptable. The chief of the company accepts it & explained that it is for ...Full ReviewThe ride sharing fare is low compared to UBER & the availablity of bikes is higher than UBER, it's top competitor. But the last incident took place that it robbers every messages from the user's device is just terrific and unacceptable. The chief of the company accepts it & explained that it is for security reasons, horrible!! Most of the drivers are unskilled, using MAP & driving at Dhaka as the are outsiders from Dhaka! But after completing ride while rating, the option that: whether the driver provided Helmet or not is Awesome. At the same time the option to rate driver as just LIKE or Dislike is worse when UBER has 05 grading system. Leaving the app from information security concern!",Week 10
5,2018-11-19,A Google user,0,Useful service for dhaka,Week 10
1,2018-11-19,Niaz Ashraf Khan,0,thief,Week 10
5,2018-11-19,Abul Hasnat,0,all over nice,Week 10
1,2018-11-19,360 degree,0,They steal personal information. Don't install.,Week 10
1,2018-11-19,Rokib Hasan,0,Upto Pathao 3.1.1 they uploaded all my contacts and sms!!!!,Week 10
1,2018-11-19,Saurav Ghosh,0,This app steal personal massages of user.,Week 10
5,2018-11-19,Zawadul Abedin,0,Nice App,Week 10
5,2018-11-19,Mostofa Saif Iqbal,0,Give more & more promo code,Week 10
1,2018-11-19,A Google user,0,Stop stealing users data,Week 10
1,2018-11-19,A Google user,0,Thif.,Week 10
5,2018-11-19,G m tariqul islam Shough,0,It's very usefully for my human society.Actually I enjoying pathao Ride...Thank u.And Every body use it and safely reach your Location.,Week 10
3,2018-11-19,Kevin Shrestha,0,The constant notifications are annoying to the point where i uninstalled this,Week 10
1,2018-11-19,Sakib Rumi,0,it stills personal information,Week 10
1,2018-11-19,A Google user,0,Disgusting,Week 10
1,2018-11-19,Mohaimin Talha,0,Strongly suggesting not to use this app as it steals info from user and upload to the server,Week 10
1,2018-11-19,Arafat Mahmud,11,Pathao App's UI is the best among the local ride sharing apps in BD. Never experienced any bug.,Week 10
2,2018-11-19,Ariful Islam Anik,3,"ভাড়াটা তুলনা অনেক বেশী। প্রতিটি রাইড শেষে Like & Dislike দেয়া যায়, এটা ভালো। কিন্তু, কেনো Dislike দিলাম কারণ জানানোর Option দিলে ভালো হতো।",Week 10
5,2018-11-19,মেঘের গর্জন,0,Wow,Week 10
1,2018-11-19,Atikul Islam,0,This is the most disgusting app ever,Week 10
5,2018-11-19,A Google user,0,Thanks,Week 10
4,2018-11-19,A Google user,0,"Useful apps. As a customer, expecting more discounts",Week 10
1,2018-11-19,Tanvir Hassan,0,this app stole info from user mobile,Week 10
1,2018-11-19,A Google user,0,Thiefs,Week 10
5,2018-11-20,A Google user,0,God,Week 10
1,2018-11-20,rakib uddin,0,🤔,Week 10
5,2018-11-20,A Google user,0,Good,Week 10
1,2018-11-20,sajib forest,0,Review is based on the recent information theft scam!,Week 10
1,2018-11-20,Shakib Chowdhury,0,Steals personal info😕,Week 10
1,2018-12-01,tanvir pathan,0,Not work on android 4.4.2,Week 11
5,2018-12-01,A Google user,0,fab,Week 11
5,2018-12-01,abrar sajid,0,joss,Week 11
3,2018-12-01,Preyom Ahmed,15,The app is forcing me to watch unwanted advertisements. So I deleted it and the ads stopped.,Week 11
1,2018-12-01,Adnan Rayhan,7,Stupid App. The GPS can't retrieve the position. Disgusting,Week 11
1,2018-12-01,MD Nasim Uddin,0,Faltu apps Khali add r add,Week 11
5,2018-12-01,kamrul hasan,1,Excellent,Week 11
5,2018-12-01,Saeed khan Official 02,0,ice,Week 11
5,2018-12-02,A Google user,0,My trust,Week 11
5,2018-12-02,স্বার্থপর production,0,it is fine... but use it by using discount codes😊😊😊,Week 11
5,2018-12-02,Russel Sarker Rishat,0,Great,Week 11
5,2018-12-02,russia 420,0,good,Week 11
5,2018-12-02,Fahim Anjon,9,"It's an amazing app.I loved it.Point to be noted,by going through pathao one can skip traffic jam.",Week 11
5,2018-12-02,syed ahsan sirat,0,It's good,Week 11
5,2018-12-02,Kazi Adnan,0,Very impressive,Week 11
5,2018-12-02,A Google user,0,fine,Week 11
5,2018-12-02,Em Raan,1,I don't get my first ride free..... How to get this discount....,Week 11
5,2018-12-03,sree samir,0,Gd service,Week 11
5,2018-12-03,Shadikur Jim,1,good service,Week 11
3,2018-12-03,navin md71,0,চোদে,Week 11
5,2018-12-03,MD.RUBEL Khan,0,Nice,Week 11
5,2018-12-03,A Google user,0,ok,Week 11
5,2018-12-03,A Google user,0,Best♥♥,Week 11
4,2018-12-03,Abdussattar Khan,0,This is my own photo with my son.,Week 11
5,2018-12-03,Farhan Ahmed,1,Upgrade the map,Week 11
5,2018-12-03,Neowaj BD15,1,Joy pathao,Week 11
5,2018-12-03,ali hasan,0,very excellent apps,Week 11
5,2018-12-03,abu shahin,0,Excellent,Week 11
5,2018-12-04,Arifur Siddik,5,it good,Week 11
5,2018-12-04,World movie express,0,Nice,Week 11
5,2018-12-04,A Google user,0,Nice,Week 11
5,2018-12-04,XBRO2 SAYON,0,Nice,Week 11
5,2018-12-04,World movie express,0,Nice,Week 11
5,2018-12-04,A Google user,0,Nice,Week 11
5,2018-12-04,XBRO2 SAYON,0,Nice,Week 11
5,2018-12-05,Moshiur Rahman,0,good ride,Week 11
1,2018-12-05,A Google user,0,net on korle...add deya suru kore..birokti kor...,Week 11
3,2018-12-05,Arafat Chy,1,App should be more faster....,Week 11
5,2018-12-05,Koushik Roy,1,Incredible opportunity for us.,Week 11
2,2018-12-05,A Google user,5,Now service is not satisfactory.,Week 11
2,2018-12-05,Tanvir Ahmed,1,Error present when need this,Week 11
5,2018-12-05,Monisha Hussain,2,Pathao Food service is superb,Week 11
4,2018-12-05,Ezaz Saklane,2,Good,Week 11
1,2018-12-05,srestho bosu,1,"Pathao doesn't pay money to their brand promoter timely ...... Promoters 
work hard and give their best but They doesn't pay money",Week 11
3,2018-12-05,Md Bappa,0,Bappy eng,Week 11
