Star,Date,Name,Reaction,Review,Week
5,2018-09-01,Hasna Hena Lucky,0,Good,Week 1
5,2018-09-01,Tiding Agency,0,Awesome app,Week 1
5,2018-09-01,Saimoom Showrov,118,"While rating the Pathao driver, we can only like or dislike the ride. Please add some criteria to rate the ride i.e. 1. Rate the driver's efficiency in driving. 2. Did the driver ask for exact fare? 3. Rate the driver's behavior? etc.",Week 1
5,2018-09-01,Jakir Hossain,0,nice,Week 1
1,2018-09-01,Ferdous Ahmed,7,need to work more to develop this app,Week 1
5,2018-09-01,Jowelahmed Prince nice,0,nice,Week 1
5,2018-09-01,Ar Rubel,0,Let's see,Week 1
4,2018-09-01,Kazi Moyeen Anisul,7,The app is not working Version 2.3.1,Week 1
5,2018-09-01,MD. Sabbir,6,It's really helpful....,Week 1
4,2018-09-01,Nim's Kitchen,0,I'm Glad,Week 1
5,2018-09-01,kalponic bappy,0,এই এ্যপটা দারুন কাজে দিবে,Week 1
5,2018-09-02,A Google user,0,it is very  important in our life,Week 1
5,2018-09-02,A Google user,2,Fine,Week 1
5,2018-09-02,Md Faysal Arif,0,সেবা টা খুলানায় কি আসববে?,Week 1
5,2018-09-02,RS.emran hossen,0,user nine,Week 1
5,2018-09-02,Tariq Choudhury,0,Smooth rides in bd,Week 1
5,2018-09-02,jibon jibon,0,Jibon,Week 1
5,2018-09-03,A Google user,3,Best service of pathao food by far,Week 1
5,2018-09-03,Md.Shafiqul Islam,8,Most useful app. Reduced a both cost and pain . Thanks pathao team,Week 1
5,2018-09-03,Ripon Ali,0,nice,Week 1
5,2018-09-03,A Google user,0,অনেক ভাল একটা এপস্,Week 1
5,2018-09-03,Akbar Ali,7,"It'll be better, if you keep another sign up system. Why i've to use kit's system! Develop your own sign up system.",Week 1
5,2018-09-03,nsnil Sunny,0,Good,Week 1
5,2018-09-03,rabbi bd,0,nice apk,Week 1
5,2018-09-03,official NHtube,0,Good,Week 1
5,2018-09-03,MD KAMRAN,0,have a good journey all time.....,Week 1
5,2018-09-03,Nazmul Huda,0,Good,Week 1
5,2018-09-03,MD. Jewel,0,Nice,Week 1
3,2018-09-04,Muhammed Asaduzzaman,28,Please ask all of your bikers to keep spare helmet with them and offer every passenger to wear it before start every ride. Kindly think it seriously because it's safety related issue.,Week 1
4,2018-09-04,Syed Md. As-Sazid,47,I got a pretty good service in my first use of this app. The fare is comparatively cheaper. There is no burgaining like we used to do with CNG drivers. The driver was very well mannered. Felt like a service of western countries. Thanks to Pathao.,Week 1
5,2018-09-04,Sajeeb Khan,6,This App is Very Good & Convenient.. 👌👌,Week 1
5,2018-09-04,A Google user,5,Fine,Week 1
5,2018-09-04,Al Amin,0,Good,Week 1
5,2018-09-04,A Google user,0,I will try,Week 1
5,2018-09-04,Al Amin,0,Good,Week 1
1,2018-09-04,Kawsar Ahmed,0,md azad,Week 1
3,2018-09-04,A Google user,1,ভাই আপনাদের মোটরসাইকেল চালক গুলোকে বলবেন গাড়িতে উঠানোর আগে যাতে ভালো করে দেখে নেয় যে কোথায় নামাতে হবে।আর দুইটা হেলমেট অবশ্যই রাখতে বলবেন। ধন্যবাদ।,Week 1
5,2018-09-04,Nazmul Naim,22,খুব ভালো একটি সার্ভিস।  তবে drug addicted আর unprofessional লোকদের নিয়োগ না দেয়ার অনুরোধ রইলো। ধন্যবাদ।।,Week 1
5,2018-09-04,M.A. Rahim,0,Good apps,Week 1
5,2018-09-05,A Google user,0,Awfully Awesome..,Week 1
5,2018-09-05,RAFI AHmeD,1,Fast Rides,Week 1
5,2018-09-05,nazir Ahmad,0,good app,Week 1
1,2018-09-05,Md Rakibul,0,its tooo costly,Week 1
3,2018-09-05,Belal Nhossain,1,"apps should be more developed. some functions not work correctly like gps 
tracking...",Week 1
5,2018-09-05,Shujon Shujon,0,Shujon Ñ,Week 1
5,2018-09-05,Sagar Raz,1,Best one,Week 1
2,2018-09-05,Jahir Ibna,3,"App is getting worse day by day. I have been overcharged but later given 
money back quite a gew times. Also, the map is disappearing time and again. 
Disappointed.",Week 1
5,2018-09-05,Navina Kabir,1,I love Pathao,Week 1
5,2018-09-05,A Google user,1,usefull apps,Week 1
3,2018-09-06,Rakib Hussain,0,When I apply promtion code but not useful properly,Week 1
5,2018-09-06,A Google user,0,Good good good😀,Week 1
5,2018-09-06,A Google user,0,Really Good.,Week 1
1,2018-09-06,Sudorshon Kumar,0,faul jinish potro,Week 1
3,2018-09-06,Nafis Ul Islam,0,"I would've rated 5 star if not for the excessive fare & the fact that i'm 
not getting any discount! please do something about it...",Week 1
5,2018-09-06,Bipul sarker,0,Good service,Week 1
5,2018-09-06,atif aslam,0,good job,Week 1
5,2018-09-06,Sirajummunir Tahsin,0,just amazing pathao food,Week 1
5,2018-09-06,A Google user,0,Nice apk,Week 1
1,2018-09-06,Castor Troy,1,"They kind of deceptive as a ride share provider. They will give you 
discount for 50-60% before you asked for a ride and when your ride 
completed, you will be charged over the actual cost of the ride. And when 
you complain about the issue, you will be answered as they gonna add 
another f**king 60...Full ReviewThey kind of deceptive as a ride share provider. They will give you 
discount for 50-60% before you asked for a ride and when your ride 
completed, you will be charged over the actual cost of the ride. And when 
you complain about the issue, you will be answered as they gonna add 
another f**king 60% discount on your next ride as compensation and the same 
rip off will happen again at your next ride. Moreover, many of their 
drivers are not experienced enough. So, please consider the other 
alternative options before you get hurt.",Week 1
1,2018-09-06,Monzurul islam,0,Fair too high,Week 1
5,2018-09-06,MD MONJURUL ISLAM,0,great app,Week 1
2,2018-09-06,HIMU,1,ফালতু অ্যাপ,Week 1
5,2018-09-06,র বি,1,good service but price so high,Week 1
5,2018-09-06,Big Baby,0,Some drivers are very rude to their speeccc...hope u solve this problem....,Week 1
4,2018-09-06,A.K. H,5,I'm enjoying,Week 1
5,2018-09-06,A Google user,0,it doesn't download,Week 1
3,2018-09-06,A Google user,0,good,Week 1
4,2018-09-07,Arup Mazumder,0,Nice app,Week 1
5,2018-09-07,Amin Islam,1,Make my distances short,Week 1
5,2018-09-07,Mohammad Haque,0,GOOD,Week 1
1,2018-09-07,Mahfuzer Rahman,0,"Bad Service, no connection available time",Week 1
5,2018-09-07,A Google user,0,I love it,Week 1
4,2018-09-07,nabil mukhar,1,"Driver's and vehicle information should be more specified sometimes it 
becomes difficult to identify the vehicle many of us have knowledge about 
model number of the vehicle. I hope you guys will work on this.",Week 1
5,2018-09-07,dawate islami,0,Thanks.,Week 1
3,2018-09-07,Mahmud Manik,2,"it's just for time reduction. Bike are available around us. New features 
should be added..",Week 1
5,2018-09-07,Khaled Ahmed,0,Love it,Week 1
5,2018-09-07,A Google user,0,Nine,Week 1
1,2018-09-11,Touhidul Islam,0,It stealing personal info,Week 2
1,2018-09-11,Tonmoy Mohajan,2,why do you need to store user's messages and contact?,Week 2
1,2018-09-11,HM's Official,6,"Its a foul app,,,,I hate it",Week 2
1,2018-09-11,Imrul Hasan Emu,0,This app stores users personal information.,Week 2
1,2018-09-11,A Google user,0,Thief.. they steal your personal information.,Week 2
1,2018-09-11,Niladro Rahat,0,সবাই আনইন্সটল করেন আর ১* রেটিং দেন।শালা চোরের বাচ্চারা পাবলিকের তথ্য চুরি কতজনের ক্ষতি জানি করেছে।,Week 2
1,2018-09-11,Burhan Uddin,0,Wth....why are you collecting private data without even taking permission? I liked your business but uninstalling now!,Week 2
1,2018-09-11,A Google user,9,This app stolen users information,Week 2
1,2018-09-11,Tiny Gamer,0,They are stealing personal information to their server,Week 2
1,2018-09-11,Mr DipTo,0,Stealing our private messages. Totally disappointing!,Week 2
1,2018-09-11,Faisal Hasan,0,They steal all personal information of the users by accessing phone contacts & messages and store it to their server. Even they over charge after finishing the ride.,Week 2
1,2018-09-11,sazid mahmud,0,They steal users data.,Week 2
1,2018-09-11,Jahin UL-KABIR,0,They steal personal informations from the users.. Such a shame...,Week 2
1,2018-09-11,Dark Shoumic,0,This app is Violating Ethical Norms of Collecting Data,Week 2
1,2018-09-11,Creators Destination,0,they steals data from user devices without informing,Week 2
1,2018-09-11,Ahmad shakir,0,Pathao should be punished for data theft. Uninstalling...,Week 2
1,2018-09-11,MD. AL-AMIN,0,এর থেকে কম রিভিউ দেয়া সম্ভব না।,Week 2
1,2018-09-11,Shahin Shah,7,Why they access my personal info?,Week 2
1,2018-09-11,Momenul Hasan Himel,0,Privacy concern,Week 2
1,2018-09-11,A Google user,0,Don't steal our data. We aren't uneducated. Best wishes for future. Be humble. People will love you. :-),Week 2
1,2018-09-11,amir faisal,0,they are stealing users private messages form cellphone which they have no right to do,Week 2
1,2018-09-11,Ifteekhar ahmed,0,U don't have any right to steal our information via App.,Week 2
1,2018-09-11,A Google user,0,Steals personal data. Should not be in google store.,Week 2
1,2018-09-11,Ehtashamul Haque,0,Stop stealing personal information,Week 2
1,2018-09-11,Rezwanur Rahman Rana,0,Bad practice of stealing information,Week 2
1,2018-09-11,Shahad Al Alam,5,It steals private sms and contacts,Week 2
1,2018-09-11,Md Shahin Ahmed,0,মাদারচোদ অ্যাপ👿👿👿,Week 2
1,2018-09-11,Mohammad Rasel,0,Privacy,Week 2
1,2018-09-11,fahim karim,4,The app service is not good,Week 2
1,2018-09-11,Azmain Iktidar Sakib,8,Data thief..gonna uninstall..😑,Week 2
1,2018-09-11,Mr.Wizard Khan,4,শুয়ারের বাচ্চা দিলাম আনইন্সটল কইরা। মারা খা,Week 2
1,2018-09-11,A Google user,2,You don't have the right to store our messages!,Week 2
1,2018-09-11,Muaz Sadique,1,They take data without user's consent!,Week 2
1,2018-09-11,Old Nick,0,you know why you deserve a single star...,Week 2
1,2018-09-11,RAFSAN NAZMUL,0,This app steals private informations like contacts and text messages from our phones,Week 2
1,2018-09-11,fahim majumder,0,This app stolen my personal data,Week 2
1,2018-09-11,saifur rahaman,0,User der personal information niye ki koren?,Week 2
1,2018-09-11,BoorishVlogger BD,0,Fraud app. They are stealing People's activities and informations.,Week 2
1,2018-09-11,Fahim Wahid,0,"Shame you, you used people and you are stealing people's data. Uninstalled",Week 2
1,2018-09-11,Arafat Rahman,0,ডাটা চুরি করে। ছি 😪,Week 2
1,2018-09-11,A Google user,0,Thief of Data! Change your permission for using your app. Otherwise we wont use your services.,Week 2
1,2018-09-11,Armageddon 7889 brot,0,The violation of data privacy is giving everyone a big headache,Week 2
1,2018-09-11,Srabon Sakib,0,They are thief. They steal user data. This app should be banned.,Week 2
1,2018-09-11,Pallab Saha,1,Hacking my data is not your fair work....,Week 2
1,2018-09-11,arabindo jewel,0,Fraud apps... It's steals personal information. Pls everybody uninstall it...,Week 2
1,2018-09-11,Delowr Hosen,0,Chor,Week 2
1,2018-09-11,Evan Jubair,0,It's hacking our personal information.which is known as a crime.,Week 2
1,2018-09-11,Mostafa Afzal Fahim,0,They Stealing personal information. Please don't Use This.,Week 2
1,2018-09-11,A Google user,0,Coz garbage service from the riders and not to mention it steals user info,Week 2
1,2018-09-11,Ismail Hossain Khan,0,Why you need so much permission? This is unlawful! Government should take action against it asap!!!,Week 2
1,2018-09-11,Faisal Maksud,1,Good bye Pathao. You just lost a regular user for stealing user details.,Week 2
1,2018-09-11,Miraj Khan,1,This app is stealing and storing user contacts and all SMS including confidential and private ones at server. Beware of this.,Week 2
1,2018-09-11,Ashraful Islam,0,Stop stealing...,Week 2
1,2018-09-11,WindY DazE,0,ডাটা চোর 😑,Week 2
1,2018-09-11,Ahmad Rushd,0,They stores users SMS to their servers. Already unstalled it.,Week 2
1,2018-09-11,Md RaHaT,0,Churi koros ken fokinni,Week 2
1,2018-09-11,Sadaf Shahriar,0,This app should not be in play store anymore.,Week 2
1,2018-09-11,Jewel Roy,0,This app steals your personal data.,Week 2
1,2018-09-11,Mahabub Sharker,0,This app enters users private information like contact and messages and store them,Week 2
1,2018-09-11,A Google user,0,This app stores users private data and contact and store them on their server,Week 2
1,2018-09-11,arpita purba,0,steals users data,Week 2
1,2018-09-11,Mehedi Hasan,0,This apps takes all information from customers phone,Week 2
1,2018-09-11,Mostafizur Rahman Ashik,0,this app steals peoples valuable information WARNING: Don't install,Week 2
1,2018-09-11,Raihan Ul,0,They are fraud.,Week 2
1,2018-09-11,habibullah shawon,0,They store people's private information And use it,Week 2
1,2018-09-11,Junayed Bogdadi,0,why you want to access our contact nd sms info...unistall it👎,Week 2
1,2018-09-11,Shaolee Moula,0,"Bloody info hacker, they ar the BD G.I.JO.. 🐸 they will send Segma Six force to save the girl, by reading the sms. 🐸 ভাই৷ আমার ব্যাংকিং থেকে শুরু করে সব কিছু আমাদে এস এম এস এর মাধ্যমে হয়। নারী নিরাপত্তার জন্য মেসেজ এক্সেসিং চাইবেন কেন? ফাউল লজিক! মেসেজে কে কবে মনের কথা খুলে বলছে, হত্যা করার আগে? ন...Full ReviewBloody info hacker, they ar the BD G.I.JO.. 🐸 they will send Segma Six force to save the girl, by reading the sms. 🐸 ভাই৷ আমার ব্যাংকিং থেকে শুরু করে সব কিছু আমাদে এস এম এস এর মাধ্যমে হয়। নারী নিরাপত্তার জন্য মেসেজ এক্সেসিং চাইবেন কেন? ফাউল লজিক! মেসেজে কে কবে মনের কথা খুলে বলছে, হত্যা করার আগে? নাকি উলটা সুগার কোটিং করে মিষ্টি মেসেজ দিবে!! এতই নিরাপত্তা চান? ওকে ফাইন। সুন্দর করে পাঠাওতে হায়ার করা রাইডার আর ডেলিভারি ম্যানদের ১৪ গুষ্ঠির খবর ভেরিফাই করে রাখেন। তাইলে রাইডাররা আর মিস বিহেইভ করবে না। করে পালালেও মাথায় ভয় থাকবে যে তার বাপের কোমরে দড়ি ঝুলবে থানার। মাথায় রাখবেন৷ আপ্নারা শ্রেফ একটা রাইডার প্রভাইডার। বাংলাদেশের কেউ বিপদে পড়লে পুলিশে সিম ট্র‍্যাকিং ব্যবস্থা আছে। আপনার এখন বিনা লাইসেন্স এর জি আই জো গিরি করা লাগবে না। #bann_pathao_ride_app",Week 2
1,2018-09-11,Md Salim,0,কুকুর ছানার দল ভন্ডামী বন্ধ করে ভাল কিছু কর..!!,Week 2
1,2018-09-11,rakesh ingame,0,They steal information,Week 2
1,2018-09-11,Sajal hossain,0,This is a hacking tool,Week 2
1,2018-09-11,Wakil Ahmed,0,Dont use this apps. They are took all your information from your mobile.,Week 2
1,2018-09-11,Mazharul Malek Sohag,2,"Rides are almost twice expensive than Uber. I was shocked, knowing a local company charging almost double. I had to take pathos as my wife was using my uber account. Be competitive or you will out of business. Now furious to know this App steal your contact and SMS to their servers. That's stealing ...Full ReviewRides are almost twice expensive than Uber. I was shocked, knowing a local company charging almost double. I had to take pathos as my wife was using my uber account. Be competitive or you will out of business. Now furious to know this App steal your contact and SMS to their servers. That's stealing privacy.",Week 2
1,2018-09-11,Ahmad Kawser Zohair,0,This App Stilling Personal Data To Their Server,Week 2
1,2018-09-11,Nayeem Azraf,0,This app steals our personal data from mobile. Remove this app,Week 2
1,2018-09-11,raju ahmed,0,"They are just a thief, stole user personal data",Week 2
1,2018-09-11,nafijul islam sorol,0,Onk problem ase jst ekta প্রতারণার ফাদ,Week 2
1,2018-09-11,Anik Saha,0,They pick up information send data insecure way,Week 2
1,2018-09-11,Ih Biplob,0,"বাংলা তে লিখলাম,, ভালোই চুরি চামারি শুরু করছেন,, ব্যবহারকারিদের ব্যক্তিগত ইনফো চুরি করার অধিকার কে দিয়েছে?? এবার বল আওয়ামীলীগ সরকার দিছে?? শালার চোর তোদের এপ ডিলিট করলাম এখনি,,,,",Week 2
1,2018-09-11,Bappy,0,It's a Trojan horse. Remove this app!!,Week 2
1,2018-09-11,Tahjib,1,Successfully uninstalled. Good Luck data THIEVES!,Week 2
1,2018-09-11,Nuzhat Nabilah,0,They steal private stuffs whoever install this app,Week 2
1,2018-09-11,A Google user,0,Pathao k Bari pathao. Fraud and arrogant company.,Week 2
1,2018-09-11,Faysal Shahi,1,This app steals your personal information from your mobile. Most importantly your personal sms.,Week 2
1,2018-09-11,Mohammad Shornab,0,"Thief, steals the information of users",Week 2
1,2018-09-11,Sakib Alam,0,this app is stealing data from its users,Week 2
1,2018-09-11,Shehab Sarar Ahmed,0,This app hacks personal information,Week 2
1,2018-09-11,abrar fiyaz nabid,0,For hacking into my system,Week 2
1,2018-09-11,MD Fahad,1,Inappropriate apps... It should be banned,Week 2
1,2018-09-11,Mahan Choudhury,0,Theft,Week 2
1,2018-09-11,Asadul Islam Shakib,0,This app stole personal data,Week 2
1,2018-09-11,Hasan Zahid,0,Unfaithful,Week 2
1,2018-09-11,A Google user,0,Uninstalled it. Reason: digital theft of information.,Week 2
1,2018-09-11,M Ziauddin Tanvir,0,বাল পাকনা আ্যপ।,Week 2
1,2018-09-11,Maheem Mehedi,0,You are nothing but Just thief,Week 2
1,2018-09-11,towhid hassan,0,Bad app,Week 2
1,2018-09-11,Saleh Reza Arif,0,Just avoid Pathao.,Week 2
1,2018-09-11,A Google user,0,Sleals sms from phone to server,Week 2
1,2018-09-11,Rakibul Hasan,0,Should be removed from play store.,Week 2
1,2018-09-11,Video for Understand,0,scammer,Week 2
1,2018-09-11,Shafuan Ahmed,0,They save users personal data,Week 2
1,2018-09-11,Lucifer jack,0,"Well this app steals people data like messages,phone book, Personal information.This kind of service should be banned.by giving 1 star",Week 2
1,2018-09-11,Khaled Sazzad,2,I gave this app 5 star when they first launched it. But now giving it 1 star. Wish I could give it less than 1 star. Because they are kinda criminal. They stole a lot of users personal information like sms and contacts fraudulently. And they shows different prices before and after ride. And this has...Full ReviewI gave this app 5 star when they first launched it. But now giving it 1 star. Wish I could give it less than 1 star. Because they are kinda criminal. They stole a lot of users personal information like sms and contacts fraudulently. And they shows different prices before and after ride. And this has been a trait for a long time. That's why they are facing judicial actions. Uninstalling now.,Week 2
1,2018-09-11,Habib Mahmud,0,Serious privacy threat. Steals and uploads users contacts and private sms to it's server without proper permissions and securities.,Week 2
1,2018-09-11,Abdullah A Bari,0,চোরের দল। নিলাম না তোদের সার্ভিস #boycottpatho,Week 2
1,2018-09-11,A Google user,0,You are taking users data.,Week 2
1,2018-09-11,PAPPU DEB SOURAV,1,আস্তা খানকির পোলা ইতারা,Week 2
1,2018-09-11,কচুবনের কালাচাঁদ,0,পাঠাও বানাইয়া ঠাপাইতাছো ক্যা?,Week 2
1,2018-09-11,Touhid Shohan,0,Chor,Week 2
1,2018-09-11,Jisan Mahmud,0,A privacy nightmare to say the least.,Week 2
1,2018-09-11,MD ALI ASHRAF,0,"Don't install it. It steals personal information of users (Sms, Phonebook). Who already installed this, please uninstall this.",Week 2
1,2018-09-11,Sazzad Khan,1,It steals my information without my consent. Google should take legal action against this app.,Week 2
1,2018-09-11,Sohanur Rahman Sakib,0,"Thief! They steal user's contacts, SMS, Installed file's information and more details and store them to their server storage.",Week 2
1,2018-09-11,Samman Hossain,0,"They steal user data. All the sms, contacts, app list. This is unethical. They only had the permission to view my sms, not store my sms in their server. This is not ok.",Week 2
1,2018-09-11,muhd. khairul hassan,0,Infringes privacy without permission.,Week 2
1,2018-09-11,purple bee,0,Risks personal information,Week 2
1,2018-09-11,KD Awlad,0,stealing user's personal information. we all just hate it. it should remove from play Store,Week 2
1,2018-09-11,Minhazul Arefin Samin,0,This app should be removed,Week 2
1,2018-09-11,Mostaque Hasan,1,Violation of security issue with customer contact and sms by copying and stealing which is clear violation of google service policy.,Week 2
1,2018-09-11,Asif Hasan,0,It steals all our contact and SMS from our phone. Fraud APP. STAY AWAY FROM IT. #DeletePathao,Week 2
1,2018-09-11,Md.Jahidul Islam,0,"It's really bad to hear that Pathao is storing user's personal datas form phone like sms,contact. This is clearly a threat to the user's privacy. This should be fixed out as soon as possible.",Week 2
1,2018-09-11,Imrez Ratin,0,"Pathao should ban, because they take all personal informations like sms, contact number etc from our device and sell that informations to third party. We all should avoid Pathao. Deshi company bole kotha, churi na korle pet ar khabar hojom hoyna.",Week 2
1,2018-09-11,Tecnicians of Bangladesh,0,they overcharge clients after giving services.,Week 2
1,2018-09-11,A Google user,0,"It steals user sms, contacts, installed app list, hardware info of phone set.",Week 2
1,2018-09-11,Fahmida Farzana Anannya,0,Violates user's privacy.,Week 2
1,2018-09-11,Ahshanul Kabir Bappy,0,"Regardless of stealing the full contact list, and all sms from inbox, its a good app. :D So either use this app and stop sending private sms and stop storing contacts in your phone. Or don't use this app.",Week 2
1,2018-09-11,morichika rahman,68,"They take entrance into people's private messages and contact list. don't trust them,use it at ur own risk",Week 2
1,2018-09-11,Zareef Hasan,1,Scam! This app will steal contacts and sms from your your phone without your permission.,Week 2
1,2018-09-11,Emon Mozumder,1,They collect People's personal messages and uploaded it to there surver. Its very bad,Week 2
1,2018-09-11,senjuti afia,0,Worst,Week 2
1,2018-09-11,A Google user,0,গ্রাহক এর প্রাইভেসি এর কোনো দাম নেই? 😒 এসএমএস পাঠানোর এক্সেস টা ঠিক আছে কিন্তু পড়ার কি দরকার গ্রাহক এর এসএমএস?,Week 2
1,2018-09-11,Monami Kabir,0,This is very disappointing app,Week 2
1,2018-09-11,Shahedul Haque Shawon,0,This app stores your personal messages in their server. Don't install it,Week 2
1,2018-09-11,wasif zahed,0,fare calculation problem,Week 2
1,2018-09-11,Shimul Bhowmick,1,You are stealing my information...,Week 2
1,2018-09-11,tasnim khan,0,Faltu,Week 2
1,2018-09-11,Shahadat Hossain,0,Private information thief!!,Week 2
1,2018-09-11,Mehedi khan,0,এত পারমিশন কেন দরকার আপনাদের.....?? আর বিশ্বাসের নামে কেন কাস্টমার ঠকাচ্ছেন.....??? ভাড়া দেখায় একটা আর যাওয়ার পরে ভাড়া দেখায় ডাবল ।,Week 2
1,2018-09-11,Imam Hossain,0,সকলের তথ্য পাচারের জন্য ধন্যবাদ।,Week 2
1,2018-09-11,fuzail shad,0,stealing someone's private info. চোর চোর চোর,Week 2
1,2018-09-11,yasir piash,0,A great theifish app ever i seen! and their services are just boolshit!,Week 2
1,2018-09-11,Habibur Rahman Rintu,0,They will take all your information..,Week 2
1,2018-09-11,Rashik Hasnat,7,"You frauds are storing my phone book and personal messages and cant even give any credible explanation!! Too much disappointed,  Uninstalling now. #removePathao",Week 2
1,2018-09-11,Abdur Rakib,0,Stop stealing our personal information,Week 2
1,2018-09-11,Jesmin Akter,0,Fraud & Hacking personal info,Week 2
1,2018-09-11,Md. Moniruzzaman,0,Improve your personal data protection policy as soon as possible.,Week 2
1,2018-09-11,Black Crow,1,They stole our private information without any reason/permission,Week 2
1,2018-09-11,Benjamin Biswas,1,You are a thief.,Week 2
1,2018-09-11,sadjjad hossain,8,its hack user personal info from phone and store it on their server for various use,Week 2
1,2018-09-11,Alif Bin Tauhid,0,why the fuq you need to check our personal messages?,Week 2
1,2018-09-11,Md Mobassher Nomani,0,Check the previous versions. They we literally storing people's private messages,Week 2
1,2018-09-11,Md.Mehfil Rashid Khan Samio,0,Started stealing personal information. Phone numbers and messages are being read by this application.,Week 2
1,2018-09-11,Shamim Ahammed,0,It's a hacking app. It upload and stors peoples personal data. play store should ban it.,Week 2
1,2018-09-11,Tanvir Himel,0,Hacking User Informations & uploading to their malware.,Week 2
1,2018-09-11,Akash Zaman,2,Steals data from device and sell it to 3rd party,Week 2
1,2018-09-11,Syed Tauhid Ahmed,0,Strolling user private messages is a serious privacy violation.,Week 2
1,2018-09-11,Zillur Rahman,0,Malware,Week 2
1,2018-09-11,হাসান মাহবুব,0,Thief.,Week 2
1,2018-09-11,Badrul Hossain Parvez,0,ডাটা চোর,Week 2
1,2018-09-11,Mani Akand,1,amar messages gulo delete korar dorkar nai jotno kore rekhe dio..,Week 2
1,2018-09-11,A Google user,0,"They steal sms, contacts, personal informations etc of users.",Week 2
1,2018-09-11,juwel rana,0,Why you want get access of my private massages and contact?,Week 2
1,2018-09-11,Sharfuddin Abdullah,0,Maleware,Week 2
1,2018-09-11,Monzil Yeadul Hossain,1,"This App Steals all the sensitive information such as contacts, SMS, Call Log from the cell phone... Be aware of downloading such rubbish app",Week 2
1,2018-09-11,marsheat arnob,0,Dislike for capturing personal information.,Week 2
1,2018-09-11,Shahabuddin Pappu,0,Shame,Week 2
1,2018-09-11,Md. Shariful Islam,0,This pathao stealing user's personal data. Um not using this anymore. Uninstalled,Week 2
1,2018-09-11,Monzur Rahman,0,"They got SMS, CONTACTS, SD CARD access to steal your all information which is not acceptable.",Week 2
1,2018-09-11,HM Tamim,0,Stealing user's private data in background,Week 2
1,2018-09-11,Farhad Zaman,1,They are nothing but a theft who stole millions of users personal informations.,Week 2
1,2018-09-11,Nazmus Sakib,0,They take illegal access to users personal information which directly breaches the ICT act of People's Republic of Bangladesh. Legal action must be taken against them.,Week 2
1,2018-09-11,Easin Juwel,0,"আগে চোর ধরলে নগদে মাইর দিতাম, কিন্তু ভারচ্যুয়াল চোরকে মাইরের কোন ব্যাবস্থা নাই, অনেক আনফেয়ার !! আপনারা ভারচ্যুয়াল চোরকে মাইরের জন্য একটা অ্যাপস বিল্ডআপ করেন !! 🙂",Week 2
1,2018-09-11,Rizwan Hossen,1,পাঠাওএর ভুল ধরায় আমাকে ওদের গ্রুপ থেকে ব্যান করা হয়েছে। এর বিচায় চাই,Week 2
1,2018-09-11,M Shibly,0,This app secretly steals private messages and contact lists. Its a spyware.,Week 2
1,2018-09-11,sarik sadman,1,"This app is stealing users' personal data, and blatantly denying it. People should stop using pathao. However useful this app and its service might be, I decided that I shouldn't condone this type of behavior from companies.",Week 2
1,2018-09-11,Dr. Kazi Abdul Momin,0,"তথ্য চোর, তাই আন ইন্সটল করে দিলাম",Week 2
1,2018-09-11,Ruhul Quddus,0,"This app copies ALL of user's text messages and contacts to their server without explicit consent. In it's current state, it's basically a spyware.",Week 2
1,2018-09-11,MD. Rasel Rana,0,"I'm really worried, my personal phone inbox where my bank account transactions, verification code, emails verification and many others also my personal text are come, pathao sent this data to their server. Pathao says it's for unexpected problem for women security, it's very shame logic.",Week 2
1,2018-09-11,Ratul Anick Paul,1,Their privacy policy is very bad and stores sms and phone number from users mobile phone.,Week 2
1,2018-09-11,Mashiur Rahman Tito,0,Uninstalled your f****ing app because of privacy issue!!!,Week 2
1,2018-09-11,Farhan Adib,0,Steals sensitive information from users! Shame! No business ethics! Developer Should face trials!,Week 2
1,2018-09-11,Asif Khan,0,Worst ridesharing service ever!,Week 2
1,2018-09-11,Shoriful Hasan,0,Don't install it. Your personal data is not secured,Week 2
1,2018-09-11,Mazhar Masum,10,"Is it true, that you guys are stoling users information like sms & contact list?",Week 2
1,2018-09-11,Emon Mazumder,0,At first I was proud that our Bangladeshi brothers made such a wonderful platform for general people but due security breach of public phones and having look over all the messages.,Week 2
1,2018-09-11,Mrinmoy Das,0,Stealing data with out my concern!,Week 2
1,2018-09-11,Sahedul Islam,0,"They are thief & steal important information from users mobile including contact & sms. Don't trust them, use this apps very risk. These People should be brought to JUSTICE.",Week 2
1,2018-09-11,Дгойэ Ъоч,0,"This app steals user information like their sms, contact list. They upload user all sms and contact list information to their server.",Week 2
2,2018-09-11,shahir adit,19,"This app is stealing our personal information by accessing our contact list, messages, etc.",Week 2
2,2018-09-11,Abnormal Alien,0,Uninstalled u madafaka 🤣,Week 2
1,2018-09-11,Md Rasheduzzaman,0,They are rated thief who stole user accounts information without prior notice and sell those personal data. They should be punished and everybody should abandon them do that they can pay the price.,Week 2
2,2018-09-11,A Google user,0,This app collecting subscribers personal information illegally. Already broken privacy laws,Week 2
3,2018-09-11,Saif Sham,0,"Google map theke destination set kore direct okhan thekei uber call kora jay, but pathao google map a ashena.. Pathao o asha uchit.. karon pathao er map ta purai faltu, maximum jaygar naam dile ashena..",Week 2
3,2018-09-11,SAZAL KHAN,0,Pathao naki information steal kore YouTube e dekhlm,Week 2
3,2018-09-11,tabassum bani,1,Is pathao really stealing our private information from our phone? Is it dangerous for us..I have seen a video so I don't think I should use this app...So I need a clearance... Thank you,Week 2
